                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3687,                 24.917,                 1.1221,                0.89404,                0.69854,                0.78223,                 0.3104,                  1.329,                 1.3322,                 1.0563,              0.0029462,              0.0029462,              0.0029462
                      2,                 1.2892,                 2.2223,                 1.0915,                0.87482,                0.77547,                0.83939,                0.40076,                 1.1307,                 2.8965,                 1.0426,              0.0059023,              0.0059023,              0.0059023
                      3,                 1.3692,                 1.4567,                 1.1088,                0.88045,                0.75024,                0.83283,                0.38585,                 1.2183,                 1.1763,                 1.0503,              0.0088465,              0.0088465,              0.0088465
                      4,                 1.3723,                 1.2111,                 1.1224,                0.86808,                0.80457,                0.88891,                0.43794,                 1.1315,                 1.0425,                 1.0522,              0.0099406,              0.0099406,              0.0099406
                      5,                 1.2871,                 1.0388,                 1.0994,                0.90334,                0.89372,                0.94104,                0.46472,                 1.1221,                0.90655,                 1.0448,              0.0099208,              0.0099208,              0.0099208
                      6,                 1.2018,                0.97869,                 1.0749,                 0.9401,                  0.921,                0.94813,                0.40601,                 1.2391,                 1.0777,                 1.0481,               0.009901,               0.009901,               0.009901
                      7,                 1.1801,                0.92263,                 1.0734,                0.91544,                0.92278,                0.94336,                0.48957,                 1.0011,                0.78935,                 1.0229,              0.0098812,              0.0098812,              0.0098812
                      8,                 1.1201,                0.86127,                  1.068,                0.96926,                0.78658,                0.90392,                0.48949,                0.99527,                 1.1346,                 1.0344,              0.0098614,              0.0098614,              0.0098614
                      9,                 1.1094,                0.82707,                 1.0513,                0.93559,                0.85447,                0.92911,                0.50469,                 1.0035,                0.94497,                 1.0264,              0.0098416,              0.0098416,              0.0098416
                     10,                 1.0678,                0.81316,                 1.0629,                0.95941,                0.94179,                0.96535,                0.56522,                 0.8836,                0.71465,                 1.0139,              0.0098218,              0.0098218,              0.0098218
                     11,                 1.0472,                0.81357,                 1.0482,                0.96117,                0.90021,                0.95993,                0.56044,                0.85479,                0.77634,                 1.0199,              0.0098019,              0.0098019,              0.0098019
                     12,                 1.0655,                0.77685,                 1.0537,                0.96284,                0.93139,                0.97216,                0.59015,                0.83674,                0.70721,                 1.0145,              0.0097821,              0.0097821,              0.0097821
                     13,                 1.0336,                0.75038,                 1.0538,                 0.9268,                0.93763,                0.96823,                0.57152,                0.86274,                0.65739,                 1.0223,              0.0097623,              0.0097623,              0.0097623
                     14,                 1.0073,                0.74998,                 1.0551,                  0.958,                 0.8711,                0.95082,                0.54369,                0.98339,                 1.0538,                 1.0185,              0.0097425,              0.0097425,              0.0097425
                     15,                 1.0075,                0.73598,                  1.051,                0.94646,                0.91876,                0.96482,                0.56234,                0.89274,                0.75652,                 1.0144,              0.0097227,              0.0097227,              0.0097227
                     16,                 1.0023,                0.72516,                 1.0491,                0.96536,                0.93763,                0.98022,                0.57223,                0.86156,                0.68704,                 1.0122,              0.0097029,              0.0097029,              0.0097029
                     17,                 0.9724,                0.68409,                 1.0463,                0.96777,                 0.9363,                0.97122,                0.49894,                0.99728,                0.68071,                 1.0257,              0.0096831,              0.0096831,              0.0096831
                     18,                0.96212,                0.66848,                 1.0377,                0.96215,                 0.9514,                0.98311,                0.63582,                0.80334,                0.64407,                  1.001,              0.0096633,              0.0096633,              0.0096633
                     19,                0.95797,                0.68422,                 1.0448,                0.97194,                0.93623,                0.98133,                0.59318,                0.84077,                0.62418,                 1.0123,              0.0096435,              0.0096435,              0.0096435
                     20,                 0.9267,                0.64042,                 1.0376,                0.96941,                0.92245,                0.96983,                0.62551,                0.77177,                0.68526,                 1.0006,              0.0096237,              0.0096237,              0.0096237
                     21,                0.95163,                0.67039,                 1.0336,                0.96862,                0.94387,                0.97419,                 0.5913,                0.80464,                0.66876,                 1.0052,              0.0096039,              0.0096039,              0.0096039
                     22,                0.92764,                0.65859,                 1.0447,                 0.9266,                0.94595,                0.96812,                0.55029,                0.89541,                0.65994,                 1.0129,              0.0095841,              0.0095841,              0.0095841
