                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.6019,                 9.7149,                 1.6413,                0.00297,                0.14143,                0.00582,                0.00206,                 2.5689,                 4.1636,                 1.5714,             8.4352e-05,             8.4352e-05,             8.4352e-05
                      2,                 2.5388,                  9.094,                 1.5642,                0.17832,                0.02425,                0.01275,                0.00452,                  2.517,                 3.8376,                 1.5193,             0.00015289,             0.00015289,             0.00015289
                      3,                 2.4278,                 8.2051,                 1.5294,                0.14967,                0.04449,                0.02123,                0.00717,                 2.4442,                 3.4771,                  1.496,             0.00020453,             0.00020453,             0.00020453
                      4,                 2.3787,                 7.4407,                 1.4837,                0.15225,                0.08785,                0.03141,                0.01169,                 2.4523,                  3.288,                  1.524,             0.00017997,             0.00017997,             0.00017997
                      5,                 2.2637,                 6.9611,                 1.4631,                0.15371,                0.11888,                0.04243,                0.01752,                 2.2599,                 3.1592,                 1.4749,             0.00015462,             0.00015462,             0.00015462
                      6,                 2.1807,                 6.4447,                 1.4553,                0.24496,                0.11164,                0.04553,                0.02031,                 2.1317,                 3.0507,                 1.4499,             0.00012928,             0.00012928,             0.00012928
                      7,                 2.0901,                 6.0652,                 1.4175,                0.25397,                0.13798,                0.05733,                0.02614,                 2.0164,                 2.9023,                 1.4143,             0.00010394,             0.00010394,             0.00010394
                      8,                 2.0272,                 5.7628,                 1.3935,                0.16385,                0.13901,                0.06649,                0.03056,                 1.9459,                 2.7419,                 1.3804,             7.8592e-05,             7.8592e-05,             7.8592e-05
                      9,                 1.9759,                 5.5562,                 1.3683,                0.26324,                 0.1588,                0.08051,                0.03714,                 1.8958,                 2.6586,                 1.3555,             5.3248e-05,             5.3248e-05,             5.3248e-05
                     10,                 1.9455,                 5.3891,                 1.3522,                0.17605,                0.16856,                0.08733,                0.04159,                 1.8581,                 2.5999,                 1.3483,             2.7904e-05,             2.7904e-05,             2.7904e-05
