                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.76989,                 0.9515,                0.84154,                0.99153,                0.98563,                0.99433,                0.81535,                0.65224,                0.51399,                0.81705,             0.00066343,             0.00066343,             0.00066343
                      2,                0.69929,                 0.5394,                0.83027,                0.99238,                0.98843,                0.99469,                0.82787,                0.62121,                0.44747,                0.81292,              0.0013038,              0.0013038,              0.0013038
                      3,                0.68493,                0.46594,                0.82692,                0.99389,                0.99201,                0.99491,                0.85256,                0.54304,                0.36871,                0.80437,              0.0019177,              0.0019177,              0.0019177
                      4,                0.65084,                0.41481,                0.82456,                0.99484,                0.99303,                0.99492,                0.86634,                0.50784,                0.34928,                0.80014,              0.0018812,              0.0018812,              0.0018812
                      5,                0.63493,                 0.3901,                0.81897,                0.99594,                0.99397,                0.99496,                0.86506,                0.50257,                0.33959,                0.79885,              0.0018416,              0.0018416,              0.0018416
                      6,                0.61338,                0.36409,                0.81579,                0.99664,                0.99565,                0.99497,                 0.8751,                0.49302,                0.32855,                0.79431,               0.001802,               0.001802,               0.001802
                      7,                 0.5798,                0.33805,                0.81097,                0.99653,                0.99534,                0.99497,                0.88144,                0.48615,                0.31638,                0.79338,              0.0017624,              0.0017624,              0.0017624
                      8,                0.57901,                0.33479,                0.81106,                0.99628,                 0.9959,                0.99494,                0.88776,                0.48111,                0.31899,                0.79258,              0.0017228,              0.0017228,              0.0017228
                      9,                0.58101,                0.33186,                0.80979,                0.99745,                0.99735,                0.99496,                0.89049,                0.46901,                0.30109,                0.79195,              0.0016832,              0.0016832,              0.0016832
                     10,                0.56856,                0.32261,                0.80861,                0.99738,                 0.9959,                0.99498,                0.89815,                 0.4607,                0.29682,                0.78894,              0.0016436,              0.0016436,              0.0016436
